oussemalazez@client,ndi_bia_01,4,t,"",2026-05-25T22:52:14.487434Z
oussemalazez@client,ndi_bia_02,2,t,"",2026-05-25T22:52:16.443605Z
oussemalazez@client,ndi_bia_03,0,f,"",2026-05-25T22:52:18.743656Z
oussemalazez@client,ndi_bia_04,4,t,"",2026-05-25T22:52:21.253055Z
oussemalazez@client,ndi_dam_01,1,t,"",2026-05-25T22:51:41.315613Z
oussemalazez@client,ndi_dam_02,2,t,"",2026-05-25T22:51:43.829336Z
oussemalazez@client,ndi_dc_01,3,t,"",2026-05-25T22:53:03.336822Z
oussemalazez@client,ndi_dc_02,1,t,"",2026-05-25T22:52:53.837923Z
oussemalazez@client,ndi_dc_03,3,t,"",2026-05-25T22:52:57.141911Z
oussemalazez@client,ndi_dcm_01,2,t,"",2026-05-25T22:51:33.315009Z
oussemalazez@client,ndi_dcm_02,0,f,"",2026-05-25T22:51:30.395130Z
oussemalazez@client,ndi_dcm_03,2,t,"",2026-05-25T22:51:36.269501Z
oussemalazez@client,ndi_dg_01,4,t,"",2026-05-25T22:54:48.030613Z
oussemalazez@client,ndi_dg_02,3,t,"",2026-05-25T22:54:54.066356Z
oussemalazez@client,ndi_dg_03,4,t,"",2026-05-25T22:50:42.318341Z
oussemalazez@client,ndi_dg_04,3,t,"",2026-05-25T22:55:00.275371Z
oussemalazez@client,ndi_do_01,1,t,"",2026-05-25T22:51:26.759429Z
oussemalazez@client,ndi_do_02,4,t,"",2026-05-25T22:51:22.623642Z
oussemalazez@client,ndi_do_03,2,t,"",2026-05-25T22:51:18.893191Z
oussemalazez@client,ndi_dq_01,3,t,"",2026-05-25T22:53:27.942669Z
oussemalazez@client,ndi_dq_02,2,t,"",2026-05-25T22:51:08.518803Z
oussemalazez@client,ndi_dq_03,3,t,"",2026-05-25T22:55:07.400022Z
oussemalazez@client,ndi_dq_04,5,t,"",2026-05-25T22:51:13.677799Z
oussemalazez@client,ndi_dsi_01,1,t,"",2026-05-25T22:51:47.770671Z
oussemalazez@client,ndi_dsi_02,4,t,"",2026-05-25T22:51:49.870008Z
oussemalazez@client,ndi_dsi_03,2,t,"",2026-05-25T22:51:51.505513Z
oussemalazez@client,ndi_dsi_04,2,t,"",2026-05-25T22:51:56.958972Z
oussemalazez@client,ndi_dvr_01,3,t,"",2026-05-25T22:52:25.485399Z
oussemalazez@client,ndi_dvr_02,2,t,"",2026-05-25T22:52:27.846969Z
oussemalazez@client,ndi_foi_01,2,t,"",2026-05-25T22:52:46.486419Z
oussemalazez@client,ndi_foi_02,3,t,"",2026-05-25T22:52:48.789227Z
oussemalazez@client,ndi_mcm_01,2,t,"",2026-05-25T22:50:56.105761Z
oussemalazez@client,ndi_mcm_02,4,t,"",2026-05-25T22:50:58.177986Z
oussemalazez@client,ndi_mcm_03,5,t,"",2026-05-25T22:51:00.350055Z
oussemalazez@client,ndi_od_01,4,t,"",2026-05-25T22:52:36.083979Z
oussemalazez@client,ndi_od_02,1,t,"",2026-05-25T22:52:39.291399Z
oussemalazez@client,ndi_od_03,2,t,"",2026-05-25T22:52:41.018840Z
oussemalazez@client,ndi_pdp_01,5,t,"",2026-05-25T22:53:13.881496Z
oussemalazez@client,ndi_pdp_02,5,t,"",2026-05-25T22:53:08.883921Z
oussemalazez@client,ndi_rmd_01,2,t,"",2026-05-25T22:52:04.232812Z
oussemalazez@client,ndi_rmd_02,2,t,"",2026-05-25T22:52:06.455136Z
oussemalazez@client,ndi_rmd_03,4,t,"",2026-05-25T22:52:08.717620Z
youssefbenjmaa@client,ndi_bia_01,3,t,"",2026-05-26T10:12:42.064784Z
youssefbenjmaa@client,ndi_bia_02,4,t,"",2026-05-26T10:12:44.701950Z
youssefbenjmaa@client,ndi_bia_03,5,t,"",2026-05-26T10:12:47.674836Z
youssefbenjmaa@client,ndi_bia_04,2,t,"",2026-05-26T10:12:51.503845Z
youssefbenjmaa@client,ndi_dam_01,3,t,"",2026-05-26T10:11:55.497973Z
youssefbenjmaa@client,ndi_dam_02,4,t,"",2026-05-26T10:11:58.011754Z
youssefbenjmaa@client,ndi_dc_01,2,t,"",2026-05-26T10:15:13.571438Z
youssefbenjmaa@client,ndi_dc_02,2,t,"",2026-05-26T10:15:11.195268Z
youssefbenjmaa@client,ndi_dc_03,2,t,"",2026-05-26T10:15:16.687651Z
youssefbenjmaa@client,ndi_dcm_01,3,t,"",2026-05-26T10:11:38.959389Z
youssefbenjmaa@client,ndi_dcm_02,3,t,"",2026-05-26T10:11:41.959820Z
youssefbenjmaa@client,ndi_dcm_03,0,f,"",2026-05-26T10:11:47.785372Z
youssefbenjmaa@client,ndi_dg_01,3,t,"",2026-05-26T10:16:50.802288Z
youssefbenjmaa@client,ndi_dg_02,3,t,"",2026-05-26T10:17:00.255686Z
youssefbenjmaa@client,ndi_dg_03,3,t,"",2026-05-26T10:17:09.382058Z
youssefbenjmaa@client,ndi_dg_04,3,t,"",2026-05-26T10:17:18.189483Z
youssefbenjmaa@client,ndi_do_01,3,t,"",2026-05-26T10:11:19.288679Z
youssefbenjmaa@client,ndi_do_02,2,t,"",2026-05-26T10:11:22.657600Z
youssefbenjmaa@client,ndi_do_03,3,t,"",2026-05-26T10:11:25.258163Z
youssefbenjmaa@client,ndi_dq_01,2,t,"",2026-05-26T10:11:02.194045Z
youssefbenjmaa@client,ndi_dq_02,3,t,"",2026-05-26T10:11:05.441406Z
youssefbenjmaa@client,ndi_dq_03,2,t,"",2026-05-26T10:11:08.327129Z
youssefbenjmaa@client,ndi_dq_04,4,t,"",2026-05-26T10:11:12.270473Z
youssefbenjmaa@client,ndi_dsi_01,3,t,"",2026-05-26T10:12:07.495487Z
youssefbenjmaa@client,ndi_dsi_02,3,t,"",2026-05-26T10:12:12.589123Z
youssefbenjmaa@client,ndi_dsi_03,3,t,"",2026-05-26T10:12:15.726268Z
youssefbenjmaa@client,ndi_dsi_04,2,t,"",2026-05-26T10:12:18.249067Z
youssefbenjmaa@client,ndi_dvr_01,1,t,"",2026-05-26T10:12:58.870803Z
